,MSD,form,eng_gloss,gitksan_gloss,morph,paradigm_i
630,ROOT;2SG.II,gigiinuxwin,pray-2SG.II,gigiinuxw-2SG.II,gigiinuxw-n,307
629,ROOT;3PL.II,gigiinuxwdiit,pray-3PL.II,gigiinuxw-3PL.II,gigiinuxw-diit,307
1183,ROOT;3.II,luut'ipdaa'wt,in-sharply.down-leave-3.II,luu-t'ip-daa'whl-3.II,luu-t'ip-daa'whl-t,910
1182,ROOT,luut'ipdaa'whl,in-sharply.down-leave,luu-t'ip-daa'whl,luu-t'ip-daa'whl,910
278,ROOT;TR;1PL.II,hooyi'm,use-TR-1PL.II,hoox-TR-1PL.II,hoox-i-'m,88
275,ROOT;3PL.II,hooxdiit,use-3PL.II,hoox-3PL.II,hoox-diit,88
917,ROOT,gyooks,float,gyooks,gyooks,657
918,ROOT;3.II,gyookst,float-3.II,gyooks-3.II,gyooks-t,657
543,ROOT;3PL.II,hlo'odiit,appear-3PL.II,hlo'o-3PL.II,hlo'o-diit,240
542,ROOT,hlo'o,appear,hlo'o,hlo'o,240
271,ROOT,ts'eehl,edge,ts'eehl,ts'eehl,87
272,ROOT;3.II,ts'eet,edge-3.II,ts'eehl-3.II,ts'eehl-t,87
1199,ROOT;ATTR,gi'namhlxum,give-child-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m,920
1198,ROOT,gi'namhlguuhlxw,give-child,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw,920
561,ROOT;3.II,K'otst,cut-3.II,K'ots-3.II,k̲'ots-t,262
560,ROOT;ATTR,K'ojam,cut-ATTR,K'ots-ATTR,k̲'ots-m,262
935,ROOT;3.II,neet,lack-3.II,nee-3.II,nee-t,667
934,ROOT,nee,lac,nee,nee,667
829,ROOT,dekhl,tie.II,dekhl,dekhl,560
830,ROOT;3PL.II,dekhldiit,tie.II-3PL.II,dekhl-3PL.II,dekhl-diit,560
733,ROOT,pdel,rise,pdel,pdel,412
734,ROOT;3.II,pdelt,rise-3.II,pdel-3.II,pdel-t,412
1204,ROOT,aXalgaX,lack-speech,aX-algaX,ax̲-algax̲,930
1205,ROOT;1SG.II,aX'algaGa'y,lack-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y,930
717,ROOT,giikw,buy,giikw,giikw,380
718,ROOT;3PL.II,giikwdiit,buy-3PL.II,giikw-3PL.II,giikw-diit,380
568,ROOT;3PL.II,yuuhlimXdiit,advise-3PL.II,yuuhlimX-3PL.II,yuuhlimx̲-diit,270
567,ROOT,yuuhlimX,advise,yuuhlimX,yuuhlimx̲,270
731,ROOT,'wa,reach,'wa,'wa,408
732,ROOT;3PL.II,'wadiit,reach-3PL.II,'wa-3PL.II,'wa-diit,408
754,ROOT,hilen,chase,hilen,hilen,442
755,ROOT;3PL.II,hilendiit,chase-3PL.II,hilen-3PL.II,hilen-diit,442
884,ROOT;3.II,yimt,smell.II-3.II,yim-3.II,yim-t,610
883,ROOT,yim,smell.II,yim,yim,610
781,ROOT;3PL.II,k'etsxwdiit,arrive.by.boat-3PL.II,k'etsxw-3PL.II,k'etsxw-diit,480
780,ROOT,k'etsxw,arrive.by.boat,k'etsxw,k'etsxw,480
1058,ROOT,haaXin,suffer-CAUS2,haaX-in,haax̲-in,765
1059,ROOT;PL;3.II,haXhaaK'ant,PL~suffer-CAUS2-3.II,PL~haaX-in-3.II,CVC~haax̲-in-t,765
852,ROOT,uu'w,invite.I,uu'w,uu'w,571
853,ROOT;3PL.II,uu'wdiit,invite.I-3PL.II,uu'w-3PL.II,uu'w-diit,571
1200,ROOT,K'amksiwaamX,white.people-language,K'amksiwaa-mX,k̲'amksiwaa-mx̲,922
1201,ROOT;3PL.II,K'amksiwaamXdiit,white.people-language-3PL.II,K'amksiwaa-mX-3PL.II,k̲'amksiwaa-mx̲-diit,922
958,ROOT;3PL.II,sisatxwdiit,CAUS1-lucky-3PL.II,si-satxw-3PL.II,si-satxw-diit,693
957,ROOT,sisatxw,CAUS1-lucky,si-satxw,si-satxw,693
687,ROOT,gitxs,search,gitxs,gitxs,356
689,ROOT;PL;SX,gigitxsit,PL~search-SX,PL~gitxs-SX,gi~gitxs-it,356
1258,ROOT;SX,luujoGat,in.I-dwell-SX,luu-joK-SX,luu-jok̲-it,1000
1257,ROOT,luujoK,in.I-dwell,luu-joK,luu-jok̲,1000
1089,ROOT,siget,CAUS1-people,si-get,si-get,792
1090,ROOT;ATTR,sigedim,CAUS1-people-ATTR,si-get-ATTR,si-get-m,792
1114,ROOT;3PL.II,liksgedindiit,strange-character-CAUS2-3PL.II,liks-get-in-3PL.II,liks-get-in-diit,831
1113,ROOT,liksgetin,strange-character-CAUS2,liks-get-in,liks-get-in,831
137,ROOT;3PL.II,yuxwdiit,follow-3PL.II,yuxw-3PL.II,yuxw-diit,39
139,ROOT;TR;1SG.II,yuwi'y,follow-TR-1SG.II,yuxw-TR-1SG.II,yuxw-i-'y,39
972,ROOT;3PL.II,sa'anjapdiit,CAUS1-NMLZ-make-3PL.II,si-an-jap-3PL.II,si-an-jap-diit,700
971,ROOT,sianjap,CAUS1-NMLZ-make,si-an-jap,si-an-jap,700
868,ROOT,gwelXyee'ns,pass.down.II,gwelXyee'ns,gwelx̲yee'ns,598
869,ROOT;ATTR,gwelXyee'nsim,pass.down.II-ATTR,gwelXyee'ns-ATTR,gwelx̲yee'ns-m,598
643,ROOT;1PL.II,moohli'm,barrel-1PL.II,moohl-1PL.II,moohl-'m,320
642,ROOT,moohl,barrel,moohl,moohl,320
669,ROOT;3.II,hogaXt,resemble-3.II,hogaX-3.II,hogax̲-t,339
668,ROOT,hogaX,resemble,hogaX,hogax̲,339
279,ROOT,'mal,canoe,'mel,'mal,89
280,ROOT;3.II,'malt,canoe-3.II,'mel-3.II,'mal-t,89
1044,ROOT;ATTR,XsdemGam,PFX-exert-ATTR,Xs-demK-ATTR,x̲s-demk̲-m,752
1043,ROOT,XsdemK,PFX-exert,Xs-demK,x̲s-demk̲,752
1135,ROOT;SX,luujoGat,in-dwell-SX,luu-joK-SX,luu-jok̲-it,865
1134,ROOT,luujoK,in-dwell,luu-joK,luu-jok̲,865
679,ROOT,men,remain,men,men,348
680,ROOT;SX,ment,remain-SX,men-SX,men-it,348
782,ROOT,jiip,vanish,jiip,jiip,484
783,ROOT;3.II,jiipt,vanish-3.II,jiip-3.II,jiip-t,484
747,ROOT;3PL.II,hlimoo'ldiit,wrap-3PL.II,hlimoo'lt-3PL.II,hlimoo'lt-diit,434
746,ROOT;3.II,hlimoo'ltt,wrap-3.II,hlimoo'lt-3.II,hlimoo'lt-t,434
530,ROOT,nee,not.so,nee,nee,225
531,ROOT;3.II,neet,not.so-3.II,nee-3.II,nee-t,225
1083,ROOT,anbisxw,NMLZ-expect,an-bisxw,an-bisxw,786
1084,ROOT;SX,anbisxwit,NMLZ-expect-SX,an-bisxw-SX,an-bisxw-it,786
914,ROOT;3.II,ts'u'wint,tip-3.II,ts'u'win-3.II,ts'u'win-t,655
913,ROOT,ts'u'win,tip,ts'u'win,ts'u'win,655
117,ROOT;3PL.II,a'widiit,whine-3PL.II,a'w-3PL.II,a'w-diit,31
116,ROOT,a'w,whine,a'w,a'w,31
798,ROOT,hit',stic,hit',hit',515
799,ROOT;PL;3.II,hithit't,PL~stick-3.II,PL~hit'-3.II,CVC~hit'-t,515
42,ROOT;1SG.II,wegi'y,man's.brother-1SG.II,wek-1SG.II,wek-'y,10
41,ROOT;3.II,wekt,man's.brother-3.II,wek-3.II,wek-t,10
927,ROOT,Gado'o,behind,Gado'o,g̲ado'o,662
928,ROOT;3.II,Gado'ot,behind-3.II,Gado'o-3.II,g̲ado'o-t,662
1178,ROOT,tk'utk'utk'utk'udaa,around-around-outer.surface,tk'u-tk'u-tk'u-tk'u-daa,tk'u-tk'u-tk'u-tk'u-daax,906
1179,ROOT;3.II,k'utk'udaaxt,around-around-outer.surface-3.II,tk'u-tk'u-tk'u-tk'u-daax-3.II,tk'u-tk'u-daax-t,906
922,ROOT;3.II,k'i'yt,one-3.II,k'i'y-3.II,k'i'y-t,659
921,ROOT,k'i'y,one,k'i'y,k'i'y,659
323,ROOT,Gan'mala,button,Gan'mala,g̲an'mala,116
324,ROOT;3.II,Gan'malat,button-3.II,Gan'mala-3.II,g̲an'mala-t,116
623,ROOT;1PL.II,limixi'm,sing-1PL.II,limx-1PL.II,limix-'m,302
622,ROOT;3.II,limxt,sing-3.II,limx-3.II,limx-t,302
1019,ROOT;1PL.II,silgedi'm,COM-people-1PL.II,sil-get-1PL.II,sil-get-'m,738
1018,ROOT,silget,COM-people,sil-get,sil-get,738
727,ROOT,haboo'l,care.for,haboo'l,haboo'l,398
728,ROOT;3.II,haboo'lt,care.for-3.II,haboo'l-3.II,haboo'l-t,398
1054,ROOT,sihlguuhlxw,CAUS1-offsprin,si-hlguuhlxw,si-hlguuhlxw,759
1055,ROOT;3.II,sihlguuhlxwt,CAUS1-offspring-3.II,si-hlguuhlxw-3.II,si-hlguuhlxw-t,759
1242,ROOT;3.II,gigeenixt,place-upriver-3.II,gi-geenix-3.II,gi-geenix-t,967
1241,ROOT,gigeeni,place-upriver,gi-geeni,gi-geenix,967
108,ROOT,dilst,live,dils,dilst,29
111,ROOT;PL;3PL.II,dildilsdiit,PL~live-3PL.II,PL~dils-3PL.II,CVC~dils-diit,29
850,ROOT,t'ihlxw,child.I,t'ihlxw,t'ihlxw,570
851,ROOT;ATTR,t'ihlxum,child.I-ATTR,t'ihlxw-ATTR,t'ihlxw-m,570
54,ROOT,sins,blind,sins,sins,13
55,ROOT;3.II,sinst,blind-3.II,sins-3.II,sins-t,13
1097,ROOT,XshaneeK,PFX-smell.I,Xs-haneeK,x̲s-haneek̲,802
1098,ROOT;3.II,XshaneeKt,PFX-smell.I-3.II,Xs-haneeK-3.II,x̲s-haneek̲-t,802
186,ROOT;PL;1PL.II,begu'm,arrive.PL-1PL.II,bekw.PL-1PL.II,bekw-'m,56
182,ROOT;SX,'witxwit,arrive-SX,'witxw-SX,'witxw-it,56
1150,ROOT;3PL.II,luuyuxwdiit,in-follow-3PL.II,luu-yuxw-3PL.II,luu-yuxw-diit,877
1149,ROOT,luuyuxw,in-follow,luu-yuxw,luu-yuxw,877
676,ROOT;3.II,K'apt,part-3.II,K'ap-3.II,k̲'ap-t,345
675,ROOT,K'ap,part,K'ap,k̲'ap,345
857,ROOT;1PL.II,yee'm,go.I-1PL.II,yee-1PL.II,yee-'m,575
858,ROOT;1SG.II,yee'y,go.I-1SG.II,yee-1SG.II,yee-'y,575
854,ROOT,yee,go.I,yee,yee,575
330,ROOT;3.II,wil'naat'ahlt,clan-3.II,wil'naat'ehl-3.II,wil'naat'ahl-t,118
329,ROOT,wil'naat'ahl,clan,wil'naat'ehl,wil'naat'ahl,118
1074,ROOT;PL;3PL.II,jixjiksindiit,PL~moist-CAUS2-3PL.II,PL~jiks-in-3PL.II,CVC~jiks-in-diit,777
1073,ROOT;3PL.II,jiksindiit,moist-CAUS2-3PL.II,jiks-in-3PL.II,jiks-in-diit,777
410,ROOT;TR;1SG.II,baasxi'y,fear-TR-1SG.II,baasx-TR-1SG.II,baasx-i-'y,164
408,ROOT,baas,fear,baas,baasx,164
72,ROOT,mahl,tell,mehl,mahl,20
73,ROOT;3PL.II,mahldiit,tell-3PL.II,mehl-3PL.II,mahl-diit,20
404,ROOT;PL,guk'uuhl,PL~year,PL~k'uuhl,CV~k'uuhl,162
403,ROOT,k'uuhl,year,k'uuhl,k'uuhl,162
1287,ROOT;3.II,xhliiguut,all.over.II-take-3.II,xhlii-guu-3.II,xhlii-guu-t,1034
1286,ROOT,xhliiguu,all.over.II-take,xhlii-guu,xhlii-guu,1034
226,ROOT;PL,lit,stand.PL,lit.PL,lit,71
225,ROOT,hit,stand,hit,hit,71
715,ROOT,'mukw,catch.fish,'mukw,'mukw,377
716,ROOT;3.II,'mukwt,catch.fish-3.II,'mukw-3.II,'mukw-t,377
1037,ROOT,Xmaa'y,EXPR-berry,X-maa'y,x̲-maa'y,747
1038,ROOT;1PL.II,Xmaa'yi'm,EXPR-berry-1PL.II,X-maa'y-1PL.II,x̲-maa'y-'m,747
555,ROOT,'man,rub,'man,'man,259
556,ROOT;3.II,'mant,rub-3.II,'man-3.II,'man-t,259
603,ROOT,hits,send,hets,hits,293
604,ROOT;1PL.II,hiji'm,send-1PL.II,hets-1PL.II,hits-'m,293
1244,ROOT;3.II,amhalaytt,used.for-shaman-3.II,am-halayt-3.II,am-halayt-t,969
1243,ROOT,amhalayt,used.for-shaman,am-halayt,am-halayt,969
625,ROOT;1PL.II,aksi'm,drink-1PL.II,aks-1PL.II,aks-'m,303
624,ROOT,aks,drin,aks,aks,303
789,ROOT;3.II,hahlut'aXhlxwt,bubble-3.II,hahlut'aXhlxw-3.II,hahlut'ax̲hlxw-t,492
788,ROOT,hahlut'aXhlxw,bubble,hahlut'aXhlxw,hahlut'ax̲hlxw,492
305,ROOT;3.II,se'et,leg-3.II,se'e-3.II,se'e-t,106
304,ROOT,se'e,le,se'e,se'e,106
534,ROOT,ts'uuts',bird,ts'uuts',ts'uuts',230
535,ROOT;3.II,ts'uuts't,bird-3.II,ts'uuts'-3.II,ts'uuts'-t,230
1026,ROOT;1PL.II,Xa'naayi'm,EXPR-bread-1PL.II,X-anaax-1PL.II,x̲-anaax-'m,742
1025,ROOT,Xanaa,EXPR-bread,X-anaa,x̲-anaax,742
485,ROOT,'masxw,fart,'masxw,'masxw,198
486,ROOT;3.II,'masxwt,fart-3.II,'masxw-3.II,'masxw-t,198
720,ROOT;3.II,maGoont,origin-3.II,maGoon-3.II,mag̲oon-t,382
719,ROOT,maGoon,origin,maGoon,mag̲oon,382
1239,ROOT,t'imGes,surface-hair,t'im-Ges,t'im-g̲es,964
1240,ROOT;3.II,t'imGest,surface-hair-3.II,t'im-Ges-3.II,t'im-g̲es-t,964
374,ROOT,algaX,speech,algaX,algax̲,149
375,ROOT;1PL.II,algaXa'm,speech-1PL.II,algaX-1PL.II,algax̲-'m,149
980,ROOT;TR;3.II,sityeewit,CAUS1-change-TR-3.II,si-tyeexw-TR-3.II,si-tyeexw-i-t,705
979,ROOT;3PL.II,sityeexwdiit,CAUS1-change-3PL.II,si-tyeexw-3PL.II,si-tyeexw-diit,705
601,ROOT,lekw,firewood,lekw,lekw,290
602,ROOT;3PL.II,lekwdiit,firewood-3PL.II,lekw-3PL.II,lekw-diit,290
1117,ROOT;3PL.II,saGaytGoodindiit,together-all.gone-CAUS2-3PL.II,saGayt-Gooda-in-3PL.II,sag̲ayt-g̲ooda-in-diit,833
1115,ROOT,saGaytGoodain,together-all.gone-CAUS2,saGayt-Gooda-in,sag̲ayt-g̲ooda-in,833
125,ROOT,maa'y,berry,maa'y,maa'y,37
126,ROOT;1PL.II,maa'yi'm,berry-1PL.II,maa'y-1PL.II,maa'y-'m,37
1046,ROOT;3PL.II,hooyindiit,use-CAUS2-3PL.II,hooy-in-3PL.II,hooy-in-diit,753
1045,ROOT,hooyin,use-CAUS2,hooy-in,hooy-in,753
998,ROOT;3.II,t'ak'int,fold-CAUS2-3.II,t'ak'-in-3.II,t'ak'-in-t,723
997,ROOT,t'ak'in,fold-CAUS2,t'ak'-in,t'ak'-in,723
547,ROOT,Gaseexw,in.front.of,Gaseexw,g̲aseexw,246
548,ROOT;3.II,Gaseexwt,in.front.of-3.II,Gaseexw-3.II,g̲aseexw-t,246
730,ROOT;3PL.II,seeXdiit,set.watch.over-3PL.II,seeX-3PL.II,seex̲-diit,402
729,ROOT,seeX,set.watch.over,seeX,seex̲,402
655,ROOT;PL,aliisxw,weak.PL,aliisxw.PL,aliisxw,326
654,ROOT,alisxw,wea,alisxw,alisxw,326
657,ROOT;PL;1PL.II,aliisxu'm,weak.PL-1PL.II,aliisxw.PL-1PL.II,aliisxw-'m,326
345,ROOT,Gayt,hat,Gayt,g̲ayt,133
346,ROOT;3.II,Gaytt,hat-3.II,Gayt-3.II,g̲ayt-t,133
150,ROOT,jekw,kill,jekw,jekw,43
151,ROOT;3PL.II,jekwdiit,kill-3PL.II,jekw-3PL.II,jekw-diit,43
494,ROOT;3.II,gakst,peaceful-3.II,gaks-3.II,gaks-t,204
493,ROOT,gaks,peaceful,gaks,gaks,204
70,ROOT,swit,sweetheart,swit,swit,18
71,ROOT;3.II,switt,sweetheart-3.II,swit-3.II,swit-t,18
1009,ROOT;3.II,anjapt,NMLZ-make-3.II,an-jap-3.II,an-jap-t,727
1008,ROOT,anjap,NMLZ-make,an-jap,an-jap,727
962,ROOT;TR;2SG.II,didalGan,COM-speak-TR-2SG.II,di-delK-TR-2SG.II,di-dalk̲-i-n,694
959,ROOT,didalK,COM-spea,di-delK,di-dalk̲,694
961,ROOT;3PL.II,didelKdiit,COM-speak-3PL.II,di-delK-3PL.II,di-delk̲-diit,694
558,ROOT;3.II,mihlt,burn-3.II,mihl-3.II,mihl-t,260
557,ROOT,mihl,burn,mihl,mihl,260
827,ROOT,ts'iip,tie.I,ts'iip,ts'iip,559
828,ROOT;TR;3.II,ts'iibit,tie.I-TR-3.II,ts'iip-TR-3.II,ts'iip-i-t,559
841,ROOT;3PL.II,naX'nidiit,hear.III-3PL.II,naX'ni-3PL.II,nax̲'ni-diit,567
840,ROOT,naX'ni,hear.III,naX'ni,nax̲'ni,567
383,ROOT;3.II,wineext,food-3.II,wineex-3.II,wineex-t,152
382,ROOT,winee,food,winee,wineex,152
406,ROOT;PL,Xbits'iixw,afraid.PL,Xbits'iixw.PL,x̲bits'iixw,163
407,ROOT;1SG.II,Xpts'ewi'y,afraid-1SG.II,Xpts'exw-1SG.II,x̲pts'exw-'y,163
634,ROOT;1PL.II,isi'm,soapberry-1PL.II,is-1PL.II,is-'m,309
635,ROOT;2SG.II,isin,soapberry-2SG.II,is-2SG.II,is-n,309
772,ROOT;ATTR,amgiigum,hemlock-ATTR,amgiikw-ATTR,amgiikw-m,459
771,ROOT,amgiikw,hemloc,amgiikw,amgiikw,459
742,ROOT;3.II,amkst,clear-3.II,amks-3.II,amks-t,424
741,ROOT,amks,clear,amks,amks,424
1013,ROOT;3.II,dulbint,near-CAUS2-3.II,dulb-in-3.II,dulp-in-t,732
1012,ROOT,dulbin,near-CAUS2,dulb-in,dulb-in,732
756,ROOT,Xhluxw,explode,Xhluxw,x̲hluxw,444
757,ROOT;3.II,Xhluxwt,explode-3.II,Xhluxw-3.II,x̲hluxw-t,444
864,ROOT,anooK,like.I,anooK,anook̲,579
865,ROOT;3PL.II,anooKdiit,like.I-3PL.II,anooK-3PL.II,anook̲-diit,579
121,ROOT;3.II,hunt,salmon-3.II,hun-3.II,hun-t,34
120,ROOT,hun,salmon,hun,hun,34
1139,ROOT;3.II,aluut'aat,clearly-sit-3.II,aluu-t'aa-3.II,aluu-t'aa-t,867
1138,ROOT,aluut'aa,clearly-sit,aluu-t'aa,aluu-t'aa,867
699,ROOT;3.II,miint,boss-3.II,miin-3.II,miin-t,365
700,ROOT;3PL.II,miindiit,boss-3PL.II,miin-3PL.II,miin-diit,365
537,ROOT;3.II,looykt,slow.swim-3.II,looyk-3.II,looyk-t,233
536,ROOT,looy,slow.swim,looy,looyk,233
1106,ROOT;3.II,gwiladint,blanket-CAUS2-3.II,gwila-in-3.II,gwila-in-t,816
1105,ROOT,gwilain,blanket-CAUS2,gwila-in,gwila-in,816
1236,ROOT;3.II,tK'alyeet,against-go-3.II,tK'al-yee-3.II,tk̲'al-yee-t,959
1235,ROOT,tK'alyee,against-go,tK'al-yee,tk̲'al-yee,959
1080,ROOT;3PL.II,tK'a'andiit,flat-CAUS2-3PL.II,tK'a'a-in-3PL.II,tk̲'a'a-in-diit,781
1079,ROOT,tK'a'ain,flat-CAUS2,tK'a'a-in,tk̲'a'a-in,781
147,ROOT;3.II,liluxwst,steal-3.II,liluxws-3.II,liluxws-t,42
149,ROOT;3PL.II,liluxwsdiit,steal-3PL.II,liluxws-3PL.II,liluxws-diit,42
148,ROOT;2PL.II,liluxwsisi'm,steal-2PL.II,liluxws-2PL.II,liluxws-si'm,42
1099,ROOT,yukwsin,join.II-CAUS2,yukws-in,yukws-in,806
1100,ROOT;3PL.II,yukwsindiit,join.II-CAUS2-3PL.II,yukws-in-3PL.II,yukws-in-diit,806
811,ROOT;3.II,haky'o'ot,back.II-3.II,haky'o'o-3.II,haky'o'o-t,544
810,ROOT,haky'o'o,back.II,haky'o'o,haky'o'o,544
764,ROOT;3PL.II,wildigitxwdiit,war-3PL.II,wildigitxw-3PL.II,wildigitxw-diit,450
762,ROOT,wildigitxw,war,wildigitxw,wildigitxw,450
1284,ROOT,gigeeni,place-upriver.I,gi-geeni,gi-geenix,1030
1285,ROOT;3.II,gigeenixt,place-upriver.I-3.II,gi-geenix-3.II,gi-geenix-t,1030
402,ROOT;1PL.II,Gani'm,pole-1PL.II,pole-1PL.II,g̲an-'m,161
400,ROOT,Gan,pole,pole,g̲an,161
1047,ROOT,baXin,run-CAUS2,baX-in,bax̲-in,755
1048,ROOT;1PL.II,bahani'm,run-CAUS2-1PL.II,baX-in-1PL.II,bax̲-in-'m,755
369,ROOT;ATTR,laya,fur-ATTR,lex-ATTR,lax-a,144
370,ROOT;PL;SX,lixleyit,PL~fur-SX,PL~lex-SX,CVC~lex-it,144
160,ROOT;3.II,gett,man-3.II,get-3.II,get-t,47
158,ROOT,get,man,get,get,47
1031,ROOT,didi'y,COM-look.after,di-di'y,di-di'y,744
1032,ROOT;3PL.II,didi'ydiit,COM-look.after-3PL.II,di-di'y-3PL.II,di-di'y-diit,744
1238,ROOT;3.II,gilhlaxwt,avoid-under-3.II,gil-hlaxw-3.II,gil-hlaxw-t,963
1237,ROOT,gilhlaxw,avoid-under,gil-hlaxw,gil-hlaxw,963
1064,ROOT,ha'win,stop-CAUS2,ha'w-in,ha'w-in,771
1065,ROOT;3.II,ha'widint,stop-CAUS2-3.II,ha'w-in-3.II,ha'w-in-t,771
506,ROOT,ban,belly,ben,ban,212
507,ROOT;3.II,bant,belly-3.II,ben-3.II,ban-t,212
1255,ROOT,luusgi,in.I-lie.on,luu-sgi,luu-sgi,995
1256,ROOT;3.II,luusgit,in.I-lie.on-3.II,luu-sgi-3.II,luu-sgi-t,995
795,ROOT;3PL.II,xdaadiit,mattress-3PL.II,xdaa-3PL.II,xdaa-diit,505
794,ROOT,xdaa,mattress,xdaa,xdaa,505
1246,ROOT;3.II,sba'aKhlxwt,horizontally.off-attain-3.II,sba-aKhlxw-3.II,sba-ak̲hlxw-t,977
1245,ROOT,sbaaKhlxw,horizontally.off-attain,sba-aKhlxw,sba-ak̲hlxw,977
714,ROOT;1PL.II,hlo'o'm,walk-1PL.II,hlo'o-1PL.II,hlo'o-'m,376
713,ROOT,hlo'o,wal,hlo'o,hlo'o,376
1172,ROOT,xsiga'a,out-see,xsi-ga'a,xsi-ga'a,901
1173,ROOT;TR;3.II,xsiga'at,out-see-TR-3.II,xsi-ga'a-TR-3.II,xsi-ga'a-i-t,901
360,ROOT;3.II,GenXt,path-3.II,GenX-3.II,g̲enx̲-t,138
359,ROOT,GenX,path,GenX,g̲enx̲,138
904,ROOT,hlXo'o,pay.I,hlXo'o,hlx̲o'o,639
905,ROOT;3PL.II,hlXo'odiit,pay.I-3PL.II,hlXo'o-3PL.II,hlx̲o'o-diit,639
1184,ROOT,tk'idaa'whl,drop-leave,tk'i-daa'whl,tk'i-daa'whl,912
1185,ROOT;3.II,k'idaa'wt,drop-leave-3.II,tk'i-daa'whl-3.II,tk'i-daa'whl-t,912
1161,ROOT,ksi'wa,out-find,ksi-'wa,ksi-'wa,888
1162,ROOT;3PL.II,ksi'wadiit,out-find-3PL.II,ksi-'wa-3PL.II,ksi-'wa-diit,888
644,ROOT,Go'o,go.to,Go'o,g̲o'o,321
645,ROOT;2PL.II,Go'osi'm,go.to-2PL.II,Go'o-2PL.II,g̲o'o-si'm,321
1217,ROOT,luuhitxwGoot,in-cry.out-heart,luu-hitxw-Goot,luu-hitxw-g̲oot,941
1218,ROOT;3PL.II,luuhitxwGootdiit,in-cry.out-heart-3PL.II,luu-hitxw-Goot-3PL.II,luu-hitxw-g̲oot-diit,941
974,ROOT;3.II,daha'wit,COM-go.home-3.II,di-ha'w-3.II,di-ha'w-t,702
975,ROOT;3PL.II,daha'wdiit,COM-go.home-3PL.II,di-ha'w-3PL.II,di-ha'w-diit,702
882,ROOT;3PL.II,t'uu'wdiit,feast.III-3PL.II,t'uu'w-3PL.II,t'uu'w-diit,606
881,ROOT,t'uu'w,feast.III,t'uu'w,t'uu'w,606
1191,ROOT;1SG.II,K'ay'mesi'y,still-grow-1SG.II,K'ay-'mes-1SG.II,k̲'ay-'mes-'y,917
1190,ROOT,K'ay'mes,still-grow,K'ay-'mes,k̲'ay-'mes,917
1202,ROOT,lim'oo'y,song-ancient,limx-'oo'y,limx-'oo'y,926
1203,ROOT;3.II,lim'oo'yt,song-ancient-3.II,limx-'oo'y-3.II,limx-oo'y-t,926
292,ROOT;3.II,gint,feed-3.II,gin-3.II,gin-t,98
293,ROOT;3PL.II,gindiit,feed-3PL.II,gin-3PL.II,gin-diit,98
347,ROOT,Gooda,all.gone,Gooda,g̲ooda,134
348,ROOT;3.II,Goodat,all.gone-3.II,Gooda-3.II,g̲ooda-t,134
