,MSD,form,eng_gloss,gitksan_gloss,morph,paradigm_i
0,ROOT,giis,be.wron,giis,giis,354
1,ROOT;3PL.II,giisdiit,be.wrong-3PL.II,giis-3PL.II,giis-diit,354
0,ROOT,gitxs,search,gitxs,gitxs,356
1,ROOT;3.II,gitxt,search-3.II,gitxs-3.II,gitxs-t,356
2,ROOT;PL;SX,gigitxsit,PL~search-SX,PL~gitxs-SX,gi~gitxs-it,356
3,ROOT;3PL.II,gitxsdiit,search-3PL.II,gitxs-3PL.II,gitxs-diit,356
0,ROOT,t'ipXaat,two.ANML,t'ipXaat,t'ipx̲aat,359
1,ROOT;SX,t'ipXaadit,two.ANML-SX,t'ipXaat-SX,t'ipx̲aat-it,359
0,ROOT,Ganaa'w,fro,Ganaa'w,g̲anaa'w,360
1,ROOT;3.II,Ganaa'wt,frog-3.II,Ganaa'w-3.II,g̲anaa'w-t,360
2,ROOT;1SG.II,Ganaa'wi'y,frog-1SG.II,Ganaa'w-1SG.II,g̲anaa'w-'y,360
0,ROOT,daGo'ot,elderly,daGo'ot,dag̲o'ot,361
1,ROOT;ATTR,daGo'odim,elderly-ATTR,daGo'ot-ATTR,dag̲o'ot-m,361
0,ROOT,miin,boss,miin,miin,365
1,ROOT;3.II,miint,boss-3.II,miin-3.II,miin-t,365
2,ROOT;3PL.II,miindiit,boss-3PL.II,miin-3PL.II,miin-diit,365
1,ROOT,alGal,watch,'alGal,alg̲al,366
2,ROOT;3.II,alGalt,watch-3.II,'alGal-3.II,alg̲al-t,366
3,ROOT;PL;3.II,al'alGalt,PL~watch-3.II,PL~'alGal-3.II,CVC~alg̲al-t,366
4,ROOT;PL;3PL.II,al'alGaldiit,PL~watch-3PL.II,PL~'alGal-3PL.II,[']al~'alg̲al-diit,366
0,ROOT,niye'e,grandfather,niye'e,niye'e,369
1,ROOT;3.II,niye'et,grandfather-3.II,niye'e-3.II,niye'e-t,369
2,ROOT;1SG.II,niye'e'y,grandfather-1SG.II,niye'e-1SG.II,niye'e-'y,369
0,ROOT,Ges,hair,Ges,g̲es,373
1,ROOT;3.II,Gest,hair-3.II,Ges-3.II,g̲es-t,373
0,ROOT,'win,tooth,'win,'win,375
1,ROOT;3.II,'wint,tooth-3.II,'win-3.II,'win-t,375
2,ROOT;3PL.II,'windiit,tooth-3PL.II,'win-3PL.II,'win-diit,375
0,ROOT,hlo'o,wal,hlo'o,hlo'o,376
1,ROOT;1PL.II,hlo'o'm,walk-1PL.II,hlo'o-1PL.II,hlo'o-'m,376
0,ROOT,'mukw,catch.fish,'mukw,'mukw,377
1,ROOT;3.II,'mukwt,catch.fish-3.II,'mukw-3.II,'mukw-t,377
0,ROOT,giikw,buy,giikw,giikw,380
1,ROOT;3PL.II,giikwdiit,buy-3PL.II,giikw-3PL.II,giikw-diit,380
0,ROOT,maGoon,origin,maGoon,mag̲oon,382
1,ROOT;3.II,maGoont,origin-3.II,maGoon-3.II,mag̲oon-t,382
0,ROOT,oo'y,ancient,oo'y,oo'y,387
1,PL;ROOT,la'oo'y,PL-ancient,PL-oo'y,li-oo'y,387
0,ROOT,t'ayksxw,turn/veer,t'ayksxw,t'ayksxw,392
1,ROOT;3PL.II,t'ayksxwdiit,turn/veer-3PL.II,t'ayksxw-3PL.II,t'ayksxw-diit,392
0,ROOT,'weesxw,bountiful,'weesxw,'weesxw,393
1,ROOT;3.II,'weesxwt,bountiful-3.II,'weesxw-3.II,'weesxw-t,393
0,ROOT,haboo'l,care.for,haboo'l,haboo'l,398
1,ROOT;3.II,haboo'lt,care.for-3.II,haboo'l-3.II,haboo'l-t,398
0,ROOT,seeX,set.watch.over,seeX,seex̲,402
1,ROOT;3PL.II,seeXdiit,set.watch.over-3PL.II,seeX-3PL.II,seex̲-diit,402
0,ROOT,'wa,reach,'wa,'wa,408
1,ROOT;3PL.II,'wadiit,reach-3PL.II,'wa-3PL.II,'wa-diit,408
0,ROOT,pdel,rise,pdel,pdel,412
1,ROOT;3.II,pdelt,rise-3.II,pdel-3.II,pdel-t,412
0,ROOT,dukhlinX,drown,dukhlinX,dukhlinx̲,413
1,ROOT;3.II,dukhlinXt,drown-3.II,dukhlinX-3.II,dukhlinx̲-t,413
0,ROOT,tK'am'u,body,tK'am'u,tk̲'am'u,415
1,ROOT;3.II,tK'am'ut,body-3.II,tK'am'u-3.II,tk̲'am'u-t,415
0,ROOT,wilksisxw,royal.child,wilksisxw,wilksisxw,420
1,ROOT;ATTR,wilksisxum,royal.child-ATTR,wilksisxw-ATTR,wilksisxw-m,420
0,ROOT,amks,clear,amks,amks,424
1,ROOT;3.II,amkst,clear-3.II,amks-3.II,amks-t,424
0,ROOT,Gos,jump,Gos,g̲os,429
1,ROOT;3.II,Gost,jump-3.II,Gos-3.II,g̲os-t,429
0,ROOT,hlimoo'lt,wrap,hlimoo'lt,hlimoo'lt,434
1,ROOT;3.II,hlimoo'ltt,wrap-3.II,hlimoo'lt-3.II,hlimoo'lt-t,434
2,ROOT;3PL.II,hlimoo'ldiit,wrap-3PL.II,hlimoo'lt-3PL.II,hlimoo'lt-diit,434
0,ROOT,ts'ee'w,interior,ts'ee'w,ts'ee'w,435
1,ROOT;ATTR,ts'ee'wa,interior-ATTR,ts'ee'w-ATTR,ts'ee'w-a,435
0,ROOT,maas,bar,maas,maas,438
1,ROOT;ATTR,maasa,bark-ATTR,maas-ATTR,maas-a,438
0,ROOT,Goyp'aX,bright,Goyp'aX,g̲oyp'ax̲,441
1,ROOT;3.II,Goyp'aXt,bright-3.II,Goyp'aX-3.II,g̲oyp'ax̲-t,441
0,ROOT,hilen,chase,hilen,hilen,442
1,ROOT;3PL.II,hilendiit,chase-3PL.II,hilen-3PL.II,hilen-diit,442
0,ROOT,Xhluxw,explode,Xhluxw,x̲hluxw,444
1,ROOT;3.II,Xhluxwt,explode-3.II,Xhluxw-3.II,x̲hluxw-t,444
0,ROOT,gem,hot,gem,gemk,445
1,ROOT;PL,lem,hot.PL,lemk.PL,lemk,445
2,ROOT;ATTR,gemgim,hot-ATTR,gemk-ATTR,gemk-m,445
3,ROOT;3.II,gemkt,hot-3.II,gemk-3.II,gemk-t,445
0,ROOT,wildigitxw,war,wildigitxw,wildigitxw,450
1,ROOT;SX,wildigitxwit,war-SX,wildigitxw-SX,wildigitxw-it,450
2,ROOT;3PL.II,wildigitxwdiit,war-3PL.II,wildigitxw-3PL.II,wildigitxw-diit,450
0,ROOT,ksisxw,cede,ksisxw,ksisxw,452
1,ROOT;3.II,ksisxwt,cede-3.II,ksisxw-3.II,ksisxw-t,452
0,ROOT,dep,measure,dep,dep,454
1,ROOT;3PL.II,depdiit,measure-3PL.II,dep-3PL.II,dep-diit,454
0,ROOT,maGoon,headwaters,maGoon,mag̲oon,457
1,ROOT;3.II,maGoont,headwaters-3.II,maGoon-3.II,mag̲oon-t,457
0,ROOT,amgiikw,hemloc,amgiikw,amgiikw,459
1,ROOT;ATTR,amgiigum,hemlock-ATTR,amgiikw-ATTR,amgiikw-m,459
0,ROOT,sdin,heavy,sdin,sdin,464
1,ROOT;3.II,sdint,heavy-3.II,sdin-3.II,sdin-t,464
0,ROOT,wilK,pile,wilK,wilk̲,471
1,ROOT;3PL.II,wilKdiit,pile-3PL.II,wilK-3PL.II,wilk̲-diit,471
0,ROOT,'yens,leaf,'yens,'yens,474
1,ROOT;ATTR,'yensa,leaf-ATTR,'yens-ATTR,'yens-a,474
2,ROOT;3.II,'yenst,leaf-3.II,'yens-3.II,'yens-t,474
0,ROOT,k'etsxw,arrive.by.boat,k'etsxw,k'etsxw,480
1,ROOT;3PL.II,k'etsxwdiit,arrive.by.boat-3PL.II,k'etsxw-3PL.II,k'etsxw-diit,480
0,ROOT,jiip,vanish,jiip,jiip,484
1,ROOT;3.II,jiipt,vanish-3.II,jiip-3.II,jiip-t,484
0,ROOT,ayukws,get.dressed,ayukws,ayukws,489
1,ROOT;3.II,ayukwst,get.dressed-3.II,ayukws-3.II,ayukws-t,489
0,ROOT,'mootxw,mob,'mootxw,'mootxw,490
1,ROOT;TR;3.II,'mootxwit,mob-TR-3.II,'mootxw-TR-3.II,'mootxw-i-t,490
0,ROOT,hahlut'aXhlxw,bubble,hahlut'aXhlxw,hahlut'ax̲hlxw,492
1,ROOT;3.II,hahlut'aXhlxwt,bubble-3.II,hahlut'aXhlxw-3.II,hahlut'ax̲hlxw-t,492
0,ROOT,t'ipXoo'lt,seven,t'ipXoo'lt,t'ipx̲oo'lt,499
1,ROOT;SX,t'ipXoo'ldit,seven-SX,t'ipXoo'lt-SX,t'ipx̲oo'lt-it,499
0,ROOT,K'oo'lt,si,K'oo'lt,k̲'oo'lt,500
1,ROOT;SX,K'oo'ldit,six-SX,K'oo'lt-SX,k̲'oo'lt-it,500
0,ROOT,xdaa,mattress,xdaa,xdaa,505
1,ROOT;3PL.II,xdaadiit,mattress-3PL.II,xdaa-3PL.II,xdaa-diit,505
0,ROOT,olaX,fast.pace,olaX,olax̲,510
1,ROOT;PL;SX,hal'olaXat,PL~fast.pace-SX,PL~olaX-SX,CVC~olax̲-it,510
0,ROOT,hit',stic,hit',hit',515
1,ROOT;PL;3.II,hithit't,PL~stick-3.II,PL~hit'-3.II,CVC~hit'-t,515
0,ROOT,Xsiks,fast.current,Xsiks,x̲siks,516
1,ROOT;3.II,Xsikst,fast.current-3.II,Xsiks-3.II,x̲siks-t,516
0,ROOT,gutXa'oo,cross.cousin,gutXa'oo,gutx̲a'oo,518
1,ROOT;3.II,gutXa'oot,cross.cousin-3.II,gutXa'oo-3.II,gutx̲a'oo-t,518
0,ROOT,gup,eat.I,gup,gup,526
1,ROOT;3.II,gupt,eat.I-3.II,gup-3.II,gup-t,526
2,ROOT;3PL.II,gupdiit,eat.I-3PL.II,gup-3PL.II,gup-diit,526
3,ROOT;TR;3.II,gubit,eat.I-TR-3.II,gup-TR-3.II,gup-i-t,526
4,ROOT;TR;1SG.II,gubi'y,eat.I-TR-1SG.II,gup-TR-1SG.II,gup-i-'y,526
5,ROOT;TR;1PL.II,gubi'm,eat.I-TR-1PL.II,gup-TR-1PL.II,gup-i-'m,526
0,ROOT,haky'o'o,back.II,haky'o'o,haky'o'o,544
1,ROOT;3.II,haky'o'ot,back.II-3.II,haky'o'o-3.II,haky'o'o-t,544
0,ROOT,ts'ee,be.full.II,ts'ee,ts'eex,546
1,ROOT;3.II,ts'eext,be.full.II-3.II,ts'eex-3.II,ts'eex-t,546
0,ROOT,ts'u'win,tip.I,ts'u'win,ts'u'win,549
1,ROOT;3.II,ts'u'wint,tip.I-3.II,ts'u'win-3.II,ts'u'win-t,549
0,ROOT,ga'a,see.I,ga'a,ga'a,554
1,ROOT;3.II,ga'at,see.I-3.II,ga'a-3.II,ga'a-t,554
2,ROOT;1PL.II,ga'a'm,see.I-1PL.II,ga'a-1PL.II,ga'a-'m,554
3,ROOT;3PL.II,ga'adiit,see.I-3PL.II,ga'a-3PL.II,ga'a-diit,554
4,ROOT;1SG.II,ga'a'y,see.I-1SG.II,ga'a-1SG.II,ga'a-'y,554
5,ROOT;TR;3.II,ga'at,see.I-TR-3.II,ga'a-TR-3.II,ga'a-i-t,554
6,ROOT;TR;1SG.II,ga'a'y,see.I-TR-1SG.II,ga'a-TR-1SG.II,ga'a-i-'y,554
7,ROOT;TR;1PL.II,ga'a'm,see.I-TR-1PL.II,ga'a-TR-1PL.II,ga'a-i-'m,554
8,ROOT;PL;3PL.II,gitga'adiit,PL~see.I-3PL.II,PL~ga'a-3PL.II,git~ga'a-diit,554
0,ROOT,ga',see.II,ga',ga',555
1,ROOT;TR;3.II,ga'at,see.II-TR-3.II,ga'-TR-3.II,ga'-a-t,555
0,ROOT,ts'iip,tie.I,ts'iip,ts'iip,559
1,ROOT;TR;3.II,ts'iibit,tie.I-TR-3.II,ts'iip-TR-3.II,ts'iip-i-t,559
0,ROOT,dekhl,tie.II,dekhl,dekhl,560
1,ROOT;3PL.II,dekhldiit,tie.II-3PL.II,dekhl-3PL.II,dekhl-diit,560
0,ROOT,yukw,move.II,yukw,yukw,562
1,ROOT;3PL.II,yukwdiit,move.II-3PL.II,yukw-3PL.II,yukw-diit,562
0,ROOT,k'i'y,one.I,k'i'y,k'i'y,564
1,ROOT;SX,k'i'yt,one.I-SX,k'i'y-SX,k'i'y-it,564
0,ROOT,Xa'ni,hear.I,Xa'ni,x̲a'ni,565
1,ROOT;3.II,Xa'nit,hear.I-3.II,Xa'ni-3.II,x̲a'ni-t,565
2,ROOT;TR;1SG.II,Xa'nii'y,hear.I-TR-1SG.II,Xa'ni-TR-1SG.II,x̲a'ni-i-'y,565
0,ROOT,laX'ni,hear.II,laX'ni,lax̲'ni,566
1,ROOT;3PL.II,laX'nidiit,hear.II-3PL.II,laX'ni-3PL.II,lax̲'ni-diit,566
0,ROOT,naX'ni,hear.III,naX'ni,nax̲'ni,567
1,ROOT;3PL.II,naX'nidiit,hear.III-3PL.II,naX'ni-3PL.II,nax̲'ni-diit,567
2,ROOT;TR;3.II,naX'niyit,hear.III-TR-3.II,naX'ni-TR-3.II,nax̲'ni-i-t,567
0,ROOT,waatxw,cry.I,waatxw,waatxw,568
1,ROOT;SX,waatxwit,cry.I-SX,waatxw-SX,waatxw-it,568
2,ROOT;3.II,waatxwt,cry.I-3.II,waatxw-3.II,waatxw-t,568
3,ROOT;3PL.II,waatxwdiit,cry.I-3PL.II,waatxw-3PL.II,waatxw-diit,568
0,ROOT,wiyitxw,cry.II,wiyitxw,wiyitxw,569
2,ROOT;3.II,wiyitxwt,cry.II-3.II,wiyitxw-3.II,wiyitxw-t,569
4,ROOT;3PL.II,wiyitxwdiit,cry.II-3PL.II,wiyitxw-3PL.II,wiyitxw-diit,569
0,ROOT,t'ihlxw,child.I,t'ihlxw,t'ihlxw,570
2,ROOT;ATTR,t'ihlxum,child.I-ATTR,t'ihlxw-ATTR,t'ihlxw-m,570
0,ROOT,uu'w,invite.I,uu'w,uu'w,571
1,ROOT;3PL.II,uu'wdiit,invite.I-3PL.II,uu'w-3PL.II,uu'w-diit,571
0,ROOT,yee,go.I,yee,yee,575
1,ROOT;SX,yeet,go.I-SX,yee-SX,yee-it,575
2,ROOT;3.II,yeet,go.I-3.II,yee-3.II,yee-t,575
3,ROOT;1PL.II,yee'm,go.I-1PL.II,yee-1PL.II,yee-'m,575
4,ROOT;1SG.II,yee'y,go.I-1SG.II,yee-1SG.II,yee-'y,575
0,ROOT,gwila,blanket.I,gwila,gwila,577
1,ROOT;3.II,gwilat,blanket.I-3.II,gwila-3.II,gwila-t,577
2,ROOT;1PL.II,gwila'm,blanket.I-1PL.II,gwila-1PL.II,gwila-'m,577
3,ROOT;3PL.II,gwiladiit,blanket.I-3PL.II,gwila-3PL.II,gwila-diit,577
4,ROOT;2SG.II,gwilan,blanket.I-2SG.II,gwila-2SG.II,gwila-n,577
0,ROOT,anooK,like.I,anooK,anook̲,579
1,ROOT;3PL.II,anooKdiit,like.I-3PL.II,anooK-3PL.II,anook̲-diit,579
0,ROOT,nooK,like.II,nooK,nook̲,580
1,ROOT;1SG.II,nooGa'y,like.II-1SG.II,nooK-1SG.II,nook̲-'y,580
0,ROOT,gwelXyee'ns,pass.down.II,gwelXyee'ns,gwelx̲yee'ns,598
1,ROOT;ATTR,gwelXyee'nsim,pass.down.II-ATTR,gwelXyee'ns-ATTR,gwelx̲yee'ns-m,598
0,ROOT,baK,try.I,baK,bak̲,599
1,ROOT;3.II,baKt,try.I-3.II,baK-3.II,bak̲-t,599
2,ROOT;3PL.II,baKdiit,try.I-3PL.II,baK-3PL.II,bak̲-diit,599
3,ROOT;TR;1SG.II,baGa'y,try.I-TR-1SG.II,baK-TR-1SG.II,bak̲-a-'y,599
4,ROOT;TR;1PL.II,baGa'm,try.I-TR-1PL.II,baK-TR-1PL.II,bak̲-i-'m,599
0,ROOT,da'aKhlxw,able.I,da'aKhlxw,da'ak̲hlxw,602
2,ROOT;3PL.II,da'aKhlxwdiit,able.I-3PL.II,da'aKhlxw-3PL.II,da'ak̲hlxw-diit,602
3,ROOT;2SG.II,da'aKhlxwin,able.I-2SG.II,da'aKhlxw-2SG.II,da'ak̲hlxw-n,602
4,ROOT;1SG.II,da'aKhlxwi'y,able.I-1SG.II,da'aKhlxw-1SG.II,da'ak̲hlxw-'y,602
0,ROOT,yukw,feast.II,yukw,yukw,604
1,ROOT;3.II,yukwt,feast.II-3.II,yukw-3.II,yukw-t,604
0,ROOT,t'uu'w,feast.III,t'uu'w,t'uu'w,606
1,ROOT;3PL.II,t'uu'wdiit,feast.III-3PL.II,t'uu'w-3PL.II,t'uu'w-diit,606
0,ROOT,yim,smell.II,yim,yim,610
1,ROOT;3.II,yimt,smell.II-3.II,yim-3.II,yim-t,610
0,ROOT,Gos,unable.I,Gos,g̲os,619
1,ROOT;3.II,Gost,unable.I-3.II,Gos-3.II,g̲os-t,619
2,ROOT;TR;1PL.II,Gosi'm,unable.I-TR-1PL.II,Gos-TR-1PL.II,g̲os-i-'m,619
1,ROOT,yets,hit.I,yets,yets,621
2,ROOT;PL;3PL.II,hisyetsdiit,PL~hit.I-3PL.II,PL~yets-3PL.II,CVC~yets-diit,621
0,ROOT,t'is,hit.II,t'is,t'is,622
1,ROOT;3PL.II,t'isdiit,hit.II-3PL.II,t'is-3PL.II,t'is-diit,622
0,ROOT,aKhlxw,attain.I,aKhlxw,ak̲hlxw,624
1,ROOT;3.II,aKhlxwt,attain.I-3.II,aKhlxw-3.II,ak̲hlxw-t,624
0,ROOT,huks,join.I,huks,huks,632
1,ROOT;2SG.II,huksin,join.I-2SG.II,huks-2SG.II,huks-n,632
2,ROOT;1SG.II,huksi'y,join.I-1SG.II,huks-1SG.II,huks-'y,632
1,ROOT,hligu,relative.I,hligwi,hligu,635
2,ROOT;1PL.II,hligu'm,relative.I-1PL.II,hligwi-1PL.II,hligu-'m,635
0,ROOT,a'laX,angry.I,a'laX,a'lax̲,638
1,ROOT;3.II,a'laXt,angry.I-3.II,a'laX-3.II,a'lax̲-t,638
2,ROOT;1PL.II,a'laXa'm,angry.I-1PL.II,a'laX-1PL.II,a'lax̲-'m,638
3,ROOT;3PL.II,a'laXdiit,angry.I-3PL.II,a'laX-3PL.II,a'lax̲-diit,638
4,ROOT;2SG.II,a'laXan,angry.I-2SG.II,a'laX-2SG.II,a'lax̲-n,638
0,ROOT,hlXo'o,pay.I,hlXo'o,hlx̲o'o,639
1,ROOT;3PL.II,hlXo'odiit,pay.I-3PL.II,hlXo'o-3PL.II,hlx̲o'o-diit,639
0,ROOT,tXo'o,pay.II,tXo'o,tx̲o'o,640
1,ROOT;3PL.II,tXo'odiit,pay.II-3PL.II,tXo'o-3PL.II,tx̲o'o-diit,640
0,ROOT,laK,fall.II,laK,lak̲,641
1,ROOT;PL,laXlaK,PL~fall.II,PL~laK,CVC~lak̲,641
0,ROOT,hap,cover.I,hap,hap,646
1,ROOT;3.II,hapt,cover.I-3.II,hap-3.II,hap-t,646
2,ROOT;3PL.II,hapdiit,cover.I-3PL.II,hap-3PL.II,hap-diit,646
0,ROOT,ts'u'win,tip,ts'u'win,ts'u'win,655
1,ROOT;3.II,ts'u'wint,tip-3.II,ts'u'win-3.II,ts'u'win-t,655
0,ROOT,ga'a,see,ga'a,ga'a,656
1,ROOT;3.II,ga'at,see-3.II,ga'a-3.II,ga'a-t,656
0,ROOT,gyooks,float,gyooks,gyooks,657
1,ROOT;3.II,gyookst,float-3.II,gyooks-3.II,gyooks-t,657
0,ROOT,yukw,move,yukw,yukw,658
2,ROOT;3.II,yukwt,move-3.II,yukw-3.II,yukw-t,658
0,ROOT,k'i'y,one,k'i'y,k'i'y,659
1,ROOT;3.II,k'i'yt,one-3.II,k'i'y-3.II,k'i'y-t,659
0,ROOT,waatxw,cry,waatxw,waatxw,660
1,ROOT;3.II,waatxwt,cry-3.II,waatxw-3.II,waatxw-t,660
0,ROOT,uu'w,invite,uu'w,uu'w,661
1,ROOT;3.II,uu'wt,invite-3.II,uu'w-3.II,uu'w-t,661
0,ROOT,Gado'o,behind,Gado'o,g̲ado'o,662
2,ROOT;3.II,Gado'ot,behind-3.II,Gado'o-3.II,g̲ado'o-t,662
0,ROOT,naX'ni,hear,naX'ni,nax̲'ni,664
2,ROOT;3.II,naX'nit,hear-3.II,naX'ni-3.II,nax̲'ni-t,664
0,ROOT,yets,hit,yets,yets,665
1,ROOT;3.II,yetst,hit-3.II,yets-3.II,yets-t,665
2,ROOT;PL;3.II,hisyetst,PL~hit-3.II,PL~yets-3.II,CVC~yets-t,665
0,ROOT,nee,lac,nee,nee,667
1,ROOT;3.II,neet,lack-3.II,nee-3.II,nee-t,667
0,ROOT,hliguu,relative,hliguu,hliguu,670
1,ROOT;3.II,hliguut,relative-3.II,hliguu-3.II,hliguu-t,670
0,ROOT,sa'apt'i,amongst,sa'apt'i,sa'apt'i,671
1,ROOT;3.II,sa'apt'it,amongst-3.II,sa'apt'i-3.II,sa'apt'i-t,671
0,ROOT,a'laX,angry,a'laX,a'lax̲,674
2,ROOT;3.II,a'laXt,angry-3.II,a'laX-3.II,a'lax̲-t,674
0,ROOT,anooK,like,anooK,anook̲,678
1,ROOT;3.II,anooKt,like-3.II,anooK-3.II,anook̲-t,678
0,ROOT,haky'o'o,bac,haky'o'o,haky'o'o,682
1,ROOT;3.II,haky'o'ot,back-3.II,haky'o'o-3.II,haky'o'o-t,682
0,ROOT,silkw,middle,silkw,silkw,683
1,ROOT;3.II,silkwt,middle-3.II,silkw-3.II,silkw-t,683
0,ROOT,hap,cover,hap,hap,684
1,ROOT;3.II,hapt,cover-3.II,hap-3.II,hap-t,684
0,ROOT,tK'a,skin,tK'a,tk̲'a,689
2,ROOT;3.II,tK'at,skin-3.II,tK'a-3.II,tk̲'a-t,689
0,ROOT,anhe,NMLZ-say,an-he,an-he,691
1,ROOT;3.II,anhet,NMLZ-say-3.II,an-he-3.II,an-he-t,691
2,ROOT;1SG.II,anhee'y,NMLZ-say-1SG.II,an-he-1SG.II,an-he-'y,691
1,ROOT,siwa,CAUS1-name,si-we,si-wa,692
2,ROOT;TR;3.II,siwadit,CAUS1-name-TR-3.II,si-we-TR-3.II,si-wa-t-i-t,692
0,ROOT,sisatxw,CAUS1-lucky,si-satxw,si-satxw,693
1,ROOT;3PL.II,sisatxwdiit,CAUS1-lucky-3PL.II,si-satxw-3PL.II,si-satxw-diit,693
0,ROOT,didalK,COM-spea,di-delK,di-dalk̲,694
2,ROOT;3.II,didelKt,COM-speak-3.II,di-delK-3.II,di-delk̲-t,694
3,ROOT;3PL.II,didelKdiit,COM-speak-3PL.II,di-delK-3PL.II,di-delk̲-diit,694
4,ROOT;TR;2SG.II,didalGan,COM-speak-TR-2SG.II,di-delK-TR-2SG.II,di-dalk̲-i-n,694
0,ROOT,sit'aa,CAUS1-sit,si-t'aa,si-t'aa,695
1,ROOT;PL,siwen,CAUS1-sit.PL,si-wen.PL,si-wen,695
2,ROOT;3PL.II,sit'aadiit,CAUS1-sit-3PL.II,si-t'aa-3PL.II,si-t'aa-diit,695
3,ROOT;PL;3PL.II,siwendiit,CAUS1-sit.PL-3PL.II,si-wen.PL-3PL.II,si-wen-diit,695
0,ROOT,anjoK,NMLZ-dwell,an-joK,an-jok̲,696
1,ROOT;3.II,anjoKt,NMLZ-dwell-3.II,an-joK-3.II,an-jok̲-t,696
0,ROOT,sa'anjoK,CAUS1-NMLZ-dwell,sa-'an-joK,sa-'an-jok̲,699
2,ROOT;3PL.II,sa'anjoKdiit,CAUS1-NMLZ-dwell-3PL.II,sa-'an-joK-3PL.II,sa-'an-jok̲-diit,699
0,ROOT,sianjap,CAUS1-NMLZ-make,si-an-jap,si-an-jap,700
1,ROOT;3PL.II,sa'anjapdiit,CAUS1-NMLZ-make-3PL.II,si-an-jap-3PL.II,si-an-jap-diit,700
0,ROOT,diha'w,COM-go.home,di-ha'w,di-ha'w,702
1,ROOT;3.II,daha'wit,COM-go.home-3.II,di-ha'w-3.II,di-ha'w-t,702
3,ROOT;3PL.II,daha'wdiit,COM-go.home-3PL.II,di-ha'w-3PL.II,di-ha'w-diit,702
0,ROOT,silim,CAUS1-son,si-lim,si-limx,704
2,ROOT;3PL.II,silimxdiit,CAUS1-song-3PL.II,si-limx-3PL.II,si-limx-diit,704
0,ROOT,sityeexw,CAUS1-change,si-tyeexw,si-tyeexw,705
1,ROOT;3PL.II,sityeexwdiit,CAUS1-change-3PL.II,si-tyeexw-3PL.II,si-tyeexw-diit,705
2,ROOT;TR;3.II,sityeewit,CAUS1-change-TR-3.II,si-tyeexw-TR-3.II,si-tyeexw-i-t,705
0,ROOT,hitin,stand-CAUS2,hit-in,hit-in,707
2,ROOT;3.II,hidint,stand-CAUS2-3.II,hit-in-3.II,hit-in-t,707
3,ROOT;3PL.II,hedindiit,stand-CAUS2-3PL.II,hit-in-3PL.II,het-in-diit,707
4,ROOT;PL;3.II,lidint,stand.PL-CAUS2-3.II,_,lit-in-t,707
5,ROOT;PL;3PL.II,lidindiit,stand.PL-CAUS2-3PL.II,_,lit-in-diit,707
0,ROOT,anhahla'lst,NMLZ-wor,an-hahla'lst,an-hahla'lst,711
1,ROOT;1SG.II,anhahla'lsdi'y,NMLZ-work-1SG.II,an-hahla'lst-1SG.II,an-hahla'lst-'y,711
0,ROOT,kw'esin,break-CAUS2,kw'es-in,kw'es-in,713
2,ROOT;3.II,kw'asint,break-CAUS2-3.II,kw'es-in-3.II,kw'as-in-t,713
3,ROOT;TR;1SG.II,kw'esini'y,break-CAUS2-TR-1SG.II,kw'es-in-TR-1SG.II,kw'es-in-i-'y,713
0,ROOT,an'ixw,NMLZ-line.fish,an-ixw,an-ixw,714
2,ROOT;3.II,an'ixwt,NMLZ-line.fish-3.II,an-ixw-3.II,an-ixw-t,714
1,ROOT,andap,NMLZ-measure,an-dep,an-dap,718
2,ROOT;ATTR,andabim,NMLZ-measure-ATTR,an-dep-ATTR,an-dap-m,718
0,ROOT,bahlXin,straight-CAUS2,bahlX-in,bahlx̲-in,721
1,ROOT;3.II,bahlXant,straight-CAUS2-3.II,bahlX-in-3.II,bahlx̲-in-t,721
0,ROOT,t'ak'in,fold-CAUS2,t'ak'-in,t'ak'-in,723
1,ROOT;3.II,t'ak'int,fold-CAUS2-3.II,t'ak'-in-3.II,t'ak'-in-t,723
1,ROOT,di'witxw,COM-arrive,di-kw'itxw,di-'witxw,724
2,ROOT;PL,dibekw,COM-arrive.PL,di-bekw.PL,di-bekw,724
4,ROOT;3PL.II,di'witxwdiit,COM-arrive-3PL.II,di-kw'itxw-3PL.II,di-'witxw-diit,724
5,ROOT;TR;3.II,da'witxwit,COM-arrive-TR-3.II,di-kw'itxw-TR-3.II,di-'witxw-i-t,724
6,ROOT;PL;3.II,dibekwt,COM-arrive.PL-3.II,di-bekw.PL-3.II,di-bekw-t,724
8,ROOT;PL;3PL.II,dibakwdiit,COM-arrive.PL-3PL.II,di-bekw.PL-3PL.II,di-bakw-diit,724
9,ROOT;PL;TR;3.II,dibegwit,COM-arrive.PL-TR-3.II,di-bekw.PL-TR-3.II,di-bekw-i-t,724
0,ROOT,saksin,clean-CAUS2,seks-in,saks-in,725
2,ROOT;3.II,saksint,clean-CAUS2-3.II,seks-in-3.II,saks-in-t,725
0,ROOT,anjap,NMLZ-make,an-jap,an-jap,727
1,ROOT;3.II,anjapt,NMLZ-make-3.II,an-jap-3.II,an-jap-t,727
0,ROOT,'mits'in,squeeze-CAUS2,'mits'-in,'mits'-in,730
1,ROOT;3PL.II,'mits'indiit,squeeze-CAUS2-3PL.II,'mits'-in-3PL.II,'mits'-in-diit,730
0,ROOT,dulbin,near-CAUS2,dulb-in,dulb-in,732
